,id,permalink,username,to,text,date,retweets,favorites,replies,mentions,hashtags,geo
0,1169762117299388418,https://twitter.com/burkhardt_group/status/1169762117299388418,burkhardt_group,,How much is WeWork worth? Maybe half as much as people previously thought https://www.fastcompany.com/90399892/how-much-is-wework-worth-maybe-not-as-much-as-it-thought …,2019-09-05 23:59:56+00:00,0,0,0,,,
1,1169762002883031044,https://twitter.com/Jesselansner/status/1169762002883031044,Jesselansner,RurikBradbury,WeWork-Yutani Corporation https://twitter.com/RurikBradbury/status/1169689826116931589 …,2019-09-05 23:59:29+00:00,0,1,1,,,
2,1169761631854710784,https://twitter.com/kamikinkun/status/1169761631854710784,kamikinkun,,きましたね。 「WeWork」の想定時価総額、予想の半分に 2兆円規模：日本経済新聞 https://www.nikkei.com/article/DGXMZO49486640W9A900C1000000/ …,2019-09-05 23:58:00+00:00,0,0,0,,,
3,1169761382952140800,https://twitter.com/NextDoorProp/status/1169761382952140800,NextDoorProp,,WeWork considers pricing IPO as low as $20bn http://dlvr.it/RCYc7J,2019-09-05 23:57:01+00:00,0,0,0,,,
4,1169761214186098688,https://twitter.com/SlantaClause/status/1169761214186098688,SlantaClause,,Can I buy WeWork puts yet?,2019-09-05 23:56:21+00:00,0,0,0,,,
5,1169761057776316423,https://twitter.com/FunnelFiasco/status/1169761057776316423,FunnelFiasco,WeWork,"Does my business have potential to be a dumpster fire, too?",2019-09-05 23:55:43+00:00,0,1,1,,,
6,1169760893229400065,https://twitter.com/Revhappy3/status/1169760893229400065,Revhappy3,Iamsamirarora,"I have been to we work office at Anson road in Singapore. It felt like, WeWork to work is what Karan Johar's Student of the year is to college",2019-09-05 23:55:04+00:00,2,21,21,,,
7,1169760499254333440,https://twitter.com/STcom/status/1169760499254333440,STcom,,WeWork weighs slashing IPO valuation as skepticism rises over business model: Sources https://www.straitstimes.com/business/companies-markets/wework-weighs-slashing-ipo-valuation-as-skepticism-rises-over-business?utm_term=Autofeed&utm_campaign=sttw&utm_medium=social&utm_source=Twitter#Echobox=1567727610 …,2019-09-05 23:53:30+00:00,2,1,1,,#Echobox,
8,1169760052208644096,https://twitter.com/djn12345/status/1169760052208644096,djn12345,danprimack,"If they bought preferred shares at $45B, they will double their ownership percentage so it is an indictment of wework because they probably hurt their initial investors bc the CEO wanted to cash out at a higher number",2019-09-05 23:51:44+00:00,0,3,3,,,
9,1169759984269320193,https://twitter.com/K_p_Otte/status/1169759984269320193,K_p_Otte,,"""WeWork Mulls Slashing IPO Valuation as Skepticism Rises Over Business Model-Sources"" by Reuters via NYT https://ift.tt/32sxQSU",2019-09-05 23:51:27+00:00,0,0,0,,,
