,id,permalink,username,to,text,date,retweets,favorites,replies,mentions,hashtags,geo
0,1174835557660274688,https://twitter.com/Nico_Macdonald/status/1174835557660274688,Nico_Macdonald,MatthewdAncona,"'Tech’ is core to companies in every sector so the term's lost meaning or insight. It's like saying GE is an electricity company, or Ford a motors company. And 'tech' is much more than ICT. Richard Kramer of Arete Research put it well re WeWork on #r4todayhttps://twitter.com/nico_macdonald/status/1171778940677033984 …",2019-09-19 23:59:58+00:00,0,0,0,,#r4todayhttps,
1,1174834586460622848,https://twitter.com/denniscarver6/status/1174834586460622848,denniscarver6,WSJ,"When you manipulate interest rates and money becomes artificially cheap, zombie companies like Enron and WeWork begin to surface. The inefficient deployment of capital resources can persist for a long period of time when you have fake interest rates. Disaster ahead.",2019-09-19 23:56:07+00:00,0,0,0,,,
2,1174834404838895617,https://twitter.com/clam_pie/status/1174834404838895617,clam_pie,,"Ow. 'After watching tragicomic operas like Theranos, Uber, WeWork, & Blue Apron unfold over the last 4 years, you’ve got to wonder how much of the unicorn craze was/is a big Trojan horse full of VC-funded helium balloons — so pretty and shiny on the outside, but full of hot air",2019-09-19 23:55:24+00:00,0,0,0,,,
3,1174834126114832384,https://twitter.com/Lygure/status/1174834126114832384,Lygure,keithrpillow,I agree,2019-09-19 23:54:17+00:00,0,1,1,,,
4,1174833977351258112,https://twitter.com/Japan_Guide1/status/1174833977351258112,Japan_Guide1,,WeWork's weak Wi-Fi security leaves sensitive documents exposed https://cnet.co/30jvvwp via @CNET,2019-09-19 23:53:42+00:00,0,0,0,@CNET,,
5,1174833871357005824,https://twitter.com/keithrpillow/status/1174833871357005824,keithrpillow,Lygure,"Unreal…and unacceptable. On a related note, if you’re looking to invest in @WeWork when it goes public, this is a major red flag. Personally, I do not trust husband/wife teams to work together and manage companies effectively. This is a good example. https://twitter.com/Lygure/status/1174833320015716352 …",2019-09-19 23:53:16+00:00,0,0,0,@WeWork,,
6,1174833764427452416,https://twitter.com/nicoco_xD/status/1174833764427452416,nicoco_xD,,"overheard at WeWork: ""he's the man, he's the man!"" doubt it",2019-09-19 23:52:51+00:00,0,1,1,,,
7,1174833259881975808,https://twitter.com/yanifrago/status/1174833259881975808,yanifrago,,#WeWork #AECOMpic.twitter.com/yP0VtIUpUq,2019-09-19 23:50:51+00:00,0,0,0,,#WeWork #AECOMpic,
8,1174833206190837766,https://twitter.com/ijg/status/1174833206190837766,ijg,,"(I’m really getting tired of spiritual whack jobs!) WeWork cofounder Rebekah Neumann, cousin of Gwyneth Paltrow, reportedly demanded employees be fired within minutes of meeting them because she disliked their 'energy'. https://www.businessinsider.com/wework-rebekah-neumann-adam-gwyneth-paltrow-energy-goop-2019-9?utm_source=facebook&utm_medium=referral&utm_content=topbar&utm_term=mobile&referrer=facebook …",2019-09-19 23:50:38+00:00,0,3,3,,,
9,1174833153262964736,https://twitter.com/Ludiusvox/status/1174833153262964736,Ludiusvox,ehayes,I know a lot of WeWork copycats in Sacramento,2019-09-19 23:50:25+00:00,0,0,0,,,
