,id,permalink,username,to,text,date,retweets,favorites,replies,mentions,hashtags,geo
0,1177009852066877441,https://twitter.com/VisionCodeX/status/1177009852066877441,VisionCodeX,,"Masayoshi Son's unyielding optimism — and lack of challengers — led SoftBank to overvalue WeWork, sources say https://cnb.cx/2mH4TTI",2019-09-25 23:59:51+00:00,0,0,0,,,
1,1177009829602369537,https://twitter.com/vick_df1/status/1177009829602369537,vick_df1,,A boa de hoje foi o alarme de incêndio do prédio do wework disparando e todo mundo correndo se pisoteando pra n morrer queimado,2019-09-25 23:59:45+00:00,0,0,0,,,
2,1177009725742833664,https://twitter.com/ONSECeng/status/1177009725742833664,ONSECeng,,WeWork、従業員の3分の1削減検討 米メディア報道：日本経済新聞 https://www.nikkei.com/article/DGXMZO50217480W9A920C1000000/ …,2019-09-25 23:59:21+00:00,0,0,0,,,
3,1177009628627922944,https://twitter.com/smenor/status/1177009628627922944,smenor,lilberkman,An actual product designed to make drugs appealing to kids… idk that I’d give pushers much of a pass tbh WeWork seems frighteningly typical of bullshit startups they just happened to get caught and even at that they’re probably going to be ok after dumping their CEO,2019-09-25 23:58:57+00:00,0,2,2,,,
4,1177009444242317312,https://twitter.com/MetronixSA/status/1177009444242317312,MetronixSA,,"CEO ouster, looming layoffs and devaluation turn WeWork into cautionary tale https://tcrn.ch/2mz2KJu #News via TechCrunch",2019-09-25 23:58:13+00:00,0,0,0,,#News,
5,1177009429092491264,https://twitter.com/LuisAlvesIT/status/1177009429092491264,LuisAlvesIT,,WeWork: Adam Neumann si dimette. Apple. Google. Starbucks. Daimler https://www.ninjamarketing.it/2019/09/25/wework-apple-google-daimler-starbucks/ …,2019-09-25 23:58:10+00:00,0,0,0,,,
6,1177009402232152065,https://twitter.com/TechCrunch/status/1177009402232152065,TechCrunch,,"CEO ouster, looming layoffs and devaluation turn WeWork into cautionary tale https://tcrn.ch/2mz2KJu",2019-09-25 23:58:03+00:00,14,18,18,,,
7,1177009330912149504,https://twitter.com/RezaC1/status/1177009330912149504,RezaC1,,Firing Adam Neumann Won't Solve WeWork's Biggest Problem https://www.entrepreneur.com/article/339983 #entrepreneurpic.twitter.com/drlLkRFE5y,2019-09-25 23:57:46+00:00,0,1,1,,#entrepreneurpic,
8,1177009275782057984,https://twitter.com/ResistMoveTRM/status/1177009275782057984,ResistMoveTRM,,The Real Lesson From the WeWork Debacle http://j.mp/2nlylPv pic.twitter.com/gN7OqfSifa,2019-09-25 23:57:33+00:00,0,0,0,,,
9,1177009235692945408,https://twitter.com/ykkbbqceoiss/status/1177009235692945408,ykkbbqceoiss,,Wework 全然会社の体をなしてなくないか。 とりあえず安倍さんグッジョブと私は言いたい。妥結した雰囲気出しといて、トランプが来年落選したら交渉し直せばいいのよ,2019-09-25 23:57:24+00:00,0,0,0,,,
