,id,permalink,username,to,text,date,retweets,favorites,replies,mentions,hashtags,geo
0,1190779557072252928,https://twitter.com/scalzo_ian/status/1190779557072252928,scalzo_ian,WillManidis,WeWork,2019-11-02 23:55:44+00:00,0,0,0,,,
1,1190778336961867777,https://twitter.com/MediaDusk/status/1190778336961867777,MediaDusk,,WeWork and Ex-CEO Neumann Accused of Pregnancy Discrimination by Former Employee http://latesttechnews.org/technology-news/wework-and-ex-ceo-neumann-accused-of-pregnancy-discrimination-by-former-employee/ …pic.twitter.com/yKADJdVViK,2019-11-02 23:50:53+00:00,0,0,0,,,
2,1190777867359178752,https://twitter.com/PedroVallejo4/status/1190777867359178752,PedroVallejo4,,"I'm at WeWork in Monterrey, Nuevo León https://www.swarmapp.com/c/hHuS3ABPRR4",2019-11-02 23:49:01+00:00,0,0,0,,,
3,1190777607903567872,https://twitter.com/hash_bookrdige/status/1190777607903567872,hash_bookrdige,,WeWorkが目指してるのは労働貴族の社交場の提供なのかな？ 昔の貴族が搾取した血税で社交界で親睦を深めてヒエラルキーの搾取層の連帯を強めていたようだが、それと同じなんかな？,2019-11-02 23:47:59+00:00,0,0,0,,,
4,1190775750330175488,https://twitter.com/339atamayama/status/1190775750330175488,339atamayama,,なぜ孫正義はWeWorkの投資失敗を認めないのか 一日でも早く｢携帯電話の次｣が必要 #POLhttps://president.jp/articles/-/30535 …,2019-11-02 23:40:37+00:00,0,0,0,,#POLhttps,
5,1190774421444628480,https://twitter.com/dorry_potter/status/1190774421444628480,dorry_potter,,なぜ孫正義はWeWorkの投資失敗を認めないのか 一日でも早く｢携帯電話の次｣が必要 #POL https://president.jp/articles/-/30535 …,2019-11-02 23:35:20+00:00,0,0,0,,#POL,
6,1190774349076336641,https://twitter.com/FreddyGalleta/status/1190774349076336641,FreddyGalleta,,"GRAN DÍA En el #festivalmexicanodelpodcast @diegobarrazas con mi amigo y mentor @mariofilio y mi mujer, musa y socia @elyhh !!! Los amo! en WeWork https://www.instagram.com/p/B4YbVvmhIgw/?igshid=1acqwne6q6qmj …",2019-11-02 23:35:02+00:00,1,1,1,@diegobarrazas @mariofilio @elyhh,#festivalmexicanodelpodcast,
7,1190773875908337664,https://twitter.com/123_wangan/status/1190773875908337664,123_wangan,Harumi_Otou,晴海に #WeWork！(@_@) https://twitter.com/Harumi_Otou/status/1190595927880302593 …,2019-11-02 23:33:10+00:00,0,8,8,@_ @,#WeWork,
8,1190773634136248321,https://twitter.com/_Kotl/status/1190773634136248321,_Kotl,__kbaker__,"Not for cycling but but most pedestrian lights. Esp, the pedestrian light on the North side of the canal at Charlemont (beside Wework). I walk fast but never make it across that narrow patch before it changes to flashing pedestrian. It would be red before someone slower crossed.",2019-11-02 23:32:12+00:00,0,3,3,,,
9,1190773175853826049,https://twitter.com/JW_Branding/status/1190773175853826049,JW_Branding,dbongino,"Job Cuts Everywhere , HP to cut up to 9 thousand jobs , WeWork slashing 5 thousand jobs , Krogers laying off hundreds , Sports Illustrated about half the news room would be laid off , Uber lay-offs 4 hundred 35 , John Deere 160 workers , Bayou Steel Group , US Steel lay offs....",2019-11-02 23:30:23+00:00,0,0,0,,,
