,id,permalink,username,to,text,date,retweets,favorites,replies,mentions,hashtags,geo
0,1174473099053428737,https://twitter.com/nomukik/status/1174473099053428737,nomukik,,"WeWork CEO reportedly announced firings minutes before surprise concert, tequila shots https://www.sfgate.com/business/article/WeWork-CEO-reportedly-announced-firings-minutes-14450480.php?utm_campaign=CMS%20Sharing%20Tools%20(Desktop)&utm_source=t.co&utm_medium=referral … via @SFGate",2019-09-18 23:59:42+00:00,0,0,0,@SFGate,,
1,1174472992308383744,https://twitter.com/WilliamPesek/status/1174472992308383744,WilliamPesek,,Masayoshi Son's #WeWork troubles undermine his sharp reputation https://asia.nikkei.com/Opinion/Masayoshi-Son-s-WeWork-troubles-undermine-his-sharp-reputation … #MasayoshiSon #SoftBank #VisionFund #bubble,2019-09-18 23:59:16+00:00,1,0,0,,#WeWork #MasayoshiSon #SoftBank #VisionFund #bubble,
2,1174472886528040965,https://twitter.com/nomukik/status/1174472886528040965,nomukik,,WeWork's IPO delay a blow to Japanese investment giant Softbank https://www.theguardian.com/business/2019/sep/17/wework-ipo-delay-softbank?CMP=share_btn_tw …,2019-09-18 23:58:51+00:00,0,0,0,,,
3,1174472828458024960,https://twitter.com/bitcoinincoins/status/1174472828458024960,bitcoinincoins,,Глава WeWork «смирился» с отсрочко�.. @Bitcoinincoins - @InvestCrypForex - investingcom - Twitter - News - Noticias - Bitcoin - CryptoCurrency - Forexhttp://tinyurl.com/y36qyj4a,2019-09-18 23:58:37+00:00,0,0,0,@Bitcoinincoins @InvestCrypForex,,
4,1174472801790517248,https://twitter.com/jimcarltonsf/status/1174472801790517248,jimcarltonsf,,"Oh my God this is a good story! Tequila, private jets, and Run-DMC: Adam Neumann built WeWork in his own unique way, and is struggling to translate that success into an IPO. https://www.wsj.com/articles/this-is-not-the-way-everybody-behaves-how-adam-neumanns-over-the-top-style-built-wework-11568823827?shareToken=st50d068e6d54e4981ad8fe517d230e969 … via @WSJ",2019-09-18 23:58:31+00:00,3,2,2,@WSJ,,
5,1174472752176291840,https://twitter.com/ProMarket_org/status/1174472752176291840,ProMarket_org,,The Problem With Unicorns: Why Investors Stopped WeWork From Going Public https://promarket.org/the-problem-with-unicorns-why-investors-stopped-wework-from-going-public/ …,2019-09-18 23:58:19+00:00,2,0,0,,,
6,1174472430594584576,https://twitter.com/hirayama_rio/status/1174472430594584576,hirayama_rio,,アメリカ ダウンタウンのweworkに出社！ 本社と違ってシンプル！！ pic.twitter.com/VX1GHIudva,2019-09-18 23:57:02+00:00,0,36,36,,,
7,1174472281411555328,https://twitter.com/mannynotfound/status/1174472281411555328,mannynotfound,,"the WeWork CEO is jet setting across the world with his girl blasting joints, eating hot chip and lying about his company. honestly big time goals",2019-09-18 23:56:27+00:00,11,149,149,,,
8,1174472118496452610,https://twitter.com/codinghorror/status/1174472118496452610,codinghorror,Carnage4Life,wework is up there with theranos in the crazyometer,2019-09-18 23:55:48+00:00,0,5,5,,,
9,1174471628211859456,https://twitter.com/jamdonaldson/status/1174471628211859456,jamdonaldson,AmyAlex63,"Hubris, thy name is WeWork.",2019-09-18 23:53:51+00:00,0,1,1,,,
