,id,permalink,username,to,text,date,retweets,favorites,replies,mentions,hashtags,geo
0,1190417924667977730,https://twitter.com/tduartea/status/1190417924667977730,tduartea,,La caída de WeWork: ¿el principio del fin de la segunda burbuja 'puntocom'? https://www.elblogsalmon.com/p/38933?utm_source=twitter&utm_medium=social&utm_campaign=botoneraweb … #EECC,2019-11-01 23:58:44+00:00,2,3,3,,#EECC,
1,1190417618894647296,https://twitter.com/theunicornboard/status/1190417618894647296,theunicornboard,,"Community Associate, WeLive: Arlington, Virginia, United States of America WeWork Community… http://dlvr.it/RHRrX1 #startups #jobs #hiring",2019-11-01 23:57:31+00:00,0,0,0,,#startups #jobs #hiring,
2,1190417601387778049,https://twitter.com/paulnate/status/1190417601387778049,paulnate,,WeWork pulls thousands of phone booths out of service over formaldehyde scare https://techcrunch.com/2019/10/14/wework-pulls-thousands-of-phone-booths-out-of-service-over-formaldehyde-scare/ …,2019-11-01 23:57:27+00:00,0,0,0,,,
3,1190417162411765761,https://twitter.com/smarty/status/1190417162411765761,smarty,miked1ck,"Agreed. And, now @WeWork is basically a dollar store https://chainstoreage.com/five-below-pilot-open-gaming-centers-stores …",2019-11-01 23:55:43+00:00,0,1,1,@WeWork,,
4,1190416478060703744,https://twitter.com/a19040210/status/1190416478060703744,a19040210,,なぜ孫正義はWeWorkの投資失敗を認めないのか- 記事詳細｜Infoseekニュース https://news.infoseek.co.jp/article/president_30535/ …,2019-11-01 23:52:59+00:00,0,0,0,,,
5,1190416225534263297,https://twitter.com/awslxswlnmsl/status/1190416225534263297,awslxswlnmsl,pinocosmo,孫？ ソンか… weworkの未来暗い CEOも変な人,2019-11-01 23:51:59+00:00,0,2,2,,,
6,1190415913436233735,https://twitter.com/Kasilvas05/status/1190415913436233735,Kasilvas05,,Uma cervejinha de gratidão pelas 2 semanas aqui Até uma próxima Wework sua linda pic.twitter.com/GXk42wm48E,2019-11-01 23:50:45+00:00,0,0,0,,,
7,1190415855538069504,https://twitter.com/LaurenESchram/status/1190415855538069504,LaurenESchram,,Interesting timing... @WeWork opening coworking space for S.F. food startups https://www.bizjournals.com/sanfrancisco/news/2019/10/30/wework-opening-coworking-space-for-s-f-food.html … via @SFBusinessTimes,2019-11-01 23:50:31+00:00,0,0,0,@WeWork @SFBusinessTimes,,
8,1190415457561595905,https://twitter.com/Aash_Dxb/status/1190415457561595905,Aash_Dxb,,#Wework https://lnkd.in/fdYa-8J,2019-11-01 23:48:56+00:00,0,0,0,,#Wework,
9,1190414092869263360,https://twitter.com/AJBCSurveys/status/1190414092869263360,AJBCSurveys,,"News for #Moms WeWork's Pregnant Chief of Staff Stopped Traveling with Pot-Smoking Boss. Then, She Was Fired https://www.workingmother.com/wework-adam-neumann-pregnancy-discrimination?dom=rss-default&src=syn … #work #flexible #childrenpic.twitter.com/v2kjLmCTob",2019-11-01 23:43:31+00:00,0,0,0,,#Moms #work #flexible #childrenpic,
