,id,permalink,username,to,text,date,retweets,favorites,replies,mentions,hashtags,geo
0,1188968412770459648,https://twitter.com/Value_Quant/status/1188968412770459648,Value_Quant,HayekAndKeynes,WeWork,2019-10-28 23:58:54+00:00,0,3,3,,,
1,1188968370265300992,https://twitter.com/booklady888/status/1188968370265300992,booklady888,,The WeWork debacle should be an indictment of modern finance https://www.theguardian.com/commentisfree/2019/oct/28/wework-finance-workspace-unicorn-economic-model?CMP=Share_AndroidApp_Tweet …,2019-10-28 23:58:44+00:00,0,0,0,,,
2,1188968231177875457,https://twitter.com/Lily_liberty_1/status/1188968231177875457,Lily_liberty_1,,創造性や能率を生むには、ある程度快適性が必要だと思います。 WeWorkはやり過ぎな気もしますが、かといって切り詰め過ぎでは意欲や能率が低下してしまいます。,2019-10-28 23:58:10+00:00,0,1,1,,,
3,1188967758396100615,https://twitter.com/aircooledcafe/status/1188967758396100615,aircooledcafe,,"looks like Google's earning miss was down to equity investments, likely WeWork / Uber related either indirectly or directly.",2019-10-28 23:56:18+00:00,0,0,0,,,
4,1188966950430334976,https://twitter.com/hmamdamd/status/1188966950430334976,hmamdamd,,個人的に #ソフトバンク が潰れるのは良いんだが経済的側面で見るとやばい。 #wework なんか明らかに何の先見性もないのに何故投資をしたのか？,2019-10-28 23:53:05+00:00,0,2,2,,#ソフトバンク #wework,
5,1188966183766286337,https://twitter.com/DCPublicBanking/status/1188966183766286337,DCPublicBanking,,WeWork is just one more in a long series of Wall Street scandals that prove that the universal banking model is little more than a thinly-disguised wealth transfer system from the pockets of average Americans to the 1 percent. http://ow.ly/hczz30pNh7H,2019-10-28 23:50:02+00:00,1,3,3,,,
6,1188966112647700480,https://twitter.com/WilliamOnSpace/status/1188966112647700480,WilliamOnSpace,brianweeden,WeWork levels,2019-10-28 23:49:45+00:00,0,2,2,,,
7,1188965776629403648,https://twitter.com/EdwardZia/status/1188965776629403648,EdwardZia,,TOMORROW! Join us 6PM Wednesday at WeWork 383 George St for “A Networking Evening with Edward” Guests most welcome and big thank you to Briana Young and the team for hosting us! Book Here + Like share comment #marketin…https://lnkd.in/fjn_x2u https://lnkd.in/fNdTjmd,2019-10-28 23:48:25+00:00,0,0,0,,#marketin,
8,1188965742630318080,https://twitter.com/aleja_puente/status/1188965742630318080,aleja_puente,,¡Ya falta un día! Este 29 de Octubre en WeWork de Javier Prado a las 7 P.M los esperamos para hablar de ¿Cómo se viralizan las noticias falsas? y de la #Mediathon. ¡No se pierdan la oportunidad! ¡Inscripciones aquí! https://mediahack.pe/ #MediaHackpic.twitter.com/mdTvNlwjZz,2019-10-28 23:48:17+00:00,2,14,14,,#Mediathon #MediaHackpic,
9,1188965728797548545,https://twitter.com/secretspartanuk/status/1188965728797548545,secretspartanuk,,85 percent of WeWork’s white-collar employees don’t think Adam Neumann’s $1.7 billion exit package is fair via /r/technology https://ift.tt/2MS70ic,2019-10-28 23:48:14+00:00,0,0,0,,,
10,1188965627609767936,https://twitter.com/ByronKellyWFG/status/1188965627609767936,ByronKellyWFG,,"Again, if you lose your job or your job loses you, what do you have? #LifeInsurance #RetirementHiccup WeWork plans to lay off 4,000 staff - FT https://www.cnbc.com/2019/10/23/reuters-america-wework-plans-to-lay-off-4000-staff--ft.html?__source=sharebar%7Ctwitter&par=sharebar …",2019-10-28 23:47:50+00:00,0,0,0,,#LifeInsurance #RetirementHiccup,
11,1188965485402034176,https://twitter.com/darrylstore/status/1188965485402034176,darrylstore,AlexineGS,Can you also please explain what reading socks are? Do they help your eyesight or vocabulary?,2019-10-28 23:47:16+00:00,0,2,2,,,
12,1188965202391420930,https://twitter.com/TechNews24x/status/1188965202391420930,TechNews24x,,85 percent of WeWork’s white-collar employees don’t think Adam Neumann’s $1.7 billion exit package is fair [Follow us for more #Technews]https://ift.tt/2JtVcjV,2019-10-28 23:46:08+00:00,0,0,0,,#Technews,
13,1188965200503943170,https://twitter.com/darrylstore/status/1188965200503943170,darrylstore,AlexineGS,#heatedfloors. Ahhh.,2019-10-28 23:46:08+00:00,0,2,2,,#heatedfloors,
14,1188964945624535040,https://twitter.com/AlexineGS/status/1188964945624535040,AlexineGS,darrylstore,"I'm in Canada. The days I work from home, it's with thick reading socks and a space heater",2019-10-28 23:45:07+00:00,0,2,2,,,
15,1188964460494499842,https://twitter.com/SirJamesGray/status/1188964460494499842,SirJamesGray,,lmfaooooo China has a WeWork competitor called Ucommune ... i love that pic.twitter.com/QjTU8t4wHi,2019-10-28 23:43:11+00:00,0,1,1,,,
16,1188964143753093120,https://twitter.com/ChazGunningham/status/1188964143753093120,ChazGunningham,,"Fascinating deep dive into the business model, chances and future profitability of @WeWork by @CBinsights https://www.cbinsights.com/research/report/how-wework-makes-money/ … #wework #data #coworking",2019-10-28 23:41:56+00:00,0,2,2,@WeWork @CBinsights,#wework #data #coworking,
