,id,permalink,username,to,text,date,retweets,favorites,replies,mentions,hashtags,geo
0,1180633615022968832,https://twitter.com/CryptoWallStre1/status/1180633615022968832,CryptoWallStre1,stockmaster2001,"No, thats from the WeWork IPO meeting",2019-10-05 23:59:23+00:00,0,3,3,,,
1,1180633151762137088,https://twitter.com/PaulYoachum/status/1180633151762137088,PaulYoachum,bcuz93,1/3 of that list is about to implode.,2019-10-05 23:57:33+00:00,0,1,1,,,
2,1180633086998003715,https://twitter.com/RafiCastro/status/1180633086998003715,RafiCastro,,Early WeWork investor Bill Rudin on the company's business model https://smclicks.us/zz43ce #Graystone #homes4income #realestate #realtor #justlisted #broker #forsale #property,2019-10-05 23:57:17+00:00,1,0,0,,#Graystone #homes4income #realestate #realtor #justlisted #broker #forsale #property,
3,1180633057864409093,https://twitter.com/RaymondBasden/status/1180633057864409093,RaymondBasden,,Early WeWork investor Bill Rudin on the company's business model https://smclicks.us/zz43ca #Graystone #homes4income #realestate #realtor #justlisted #broker #forsale #property,2019-10-05 23:57:10+00:00,0,0,0,,#Graystone #homes4income #realestate #realtor #justlisted #broker #forsale #property,
4,1180632985885917184,https://twitter.com/infoinvestnflo1/status/1180632985885917184,infoinvestnflo1,,Early WeWork investor Bill Rudin on the company's business model https://smclicks.us/zz43bu #Graystone #homes4income #realestate #realtor #justlisted #broker #forsale #property,2019-10-05 23:56:53+00:00,0,0,0,,#Graystone #homes4income #realestate #realtor #justlisted #broker #forsale #property,
5,1180632979950858240,https://twitter.com/JanetScoop/status/1180632979950858240,JanetScoop,GhostCatLady,"Also, the fact that a man with the intelligence of a 4 yr-old has ""running"" this country for a couple years and we still keep churning AND WeWork's bullshit shows that yes, any fucking idiot can be a CEO. https://twitter.com/GhostCatLady/status/1180628722271051777 …",2019-10-05 23:56:52+00:00,0,0,0,,,
6,1180632876871819264,https://twitter.com/homes4income/status/1180632876871819264,homes4income,,Early WeWork investor Bill Rudin on the company's business model https://smclicks.us/zz43bh #Graystone #homes4income #realestate #realtor #justlisted #broker #forsale #property,2019-10-05 23:56:27+00:00,0,0,0,,#Graystone #homes4income #realestate #realtor #justlisted #broker #forsale #property,
7,1180632711658135557,https://twitter.com/MultiNagib/status/1180632711658135557,MultiNagib,,Early WeWork investor Bill Rudin on the company's business model https://smclicks.us/zz43aj #Graystone #homes4income #realestate #realtor #justlisted #broker #forsale #property,2019-10-05 23:55:48+00:00,0,0,0,,#Graystone #homes4income #realestate #realtor #justlisted #broker #forsale #property,
8,1180632630607405058,https://twitter.com/damienics/status/1180632630607405058,damienics,gonglei89,No because WeWork is a real estate leasing company masquerading as a tech firm. A really boring firm actually,2019-10-05 23:55:28+00:00,0,1,1,,,
9,1180632305250918400,https://twitter.com/gonglei89/status/1180632305250918400,gonglei89,damienics,Yes. But WeWork is tied down by much higher capital costs.,2019-10-05 23:54:11+00:00,0,0,0,,,
10,1180632166922883072,https://twitter.com/damienics/status/1180632166922883072,damienics,gonglei89,Wasn't that WeWork's pitch,2019-10-05 23:53:38+00:00,0,0,0,,,
11,1180631965759705088,https://twitter.com/advernya/status/1180631965759705088,advernya,,やはり「ソフトバンク・ショック」がやってこようとしている…のか？ WeWork、米国金融混乱は前兆か #SmartNewshttps://gendai.ismedia.jp/articles/-/67601 …,2019-10-05 23:52:50+00:00,0,0,0,,#SmartNewshttps,
12,1180631879176712193,https://twitter.com/AdvLabra/status/1180631879176712193,AdvLabra,,やはり「ソフトバンク・ショック」がやってこようとしている…のか？ WeWork、米国金融混乱は前兆か #SmartNews https://gendai.ismedia.jp/articles/-/67601 …,2019-10-05 23:52:29+00:00,0,0,0,,#SmartNews,
13,1180631359787716609,https://twitter.com/mogumogugunjiro/status/1180631359787716609,mogumogugunjiro,,ワクドキ やはり「ソフトバンク・ショック」がやってこようとしている…のか？ WeWork、米国金融混乱は前兆か #SmartNews https://gendai.ismedia.jp/articles/-/67601 …,2019-10-05 23:50:25+00:00,0,1,1,,#SmartNews,
