,id,permalink,username,author_id,text,date,formatted_date,to,retweets,favorites,replies,mentions,hashtags,urls,geo
0,1170124287962992640,https://twitter.com/cappuccino182/status/1170124287962992640,cappuccino182,189929122,The end of coworking space 1.0 era. #wework https://www.cnbc.com/2019/09/06/wework-ipo-scrapping-it-may-be-companys-best-option.html?__source=sharebar%7Ctwitter&par=sharebar …,2019-09-06 23:59:04+00:00,Fri Sep 06 23:59:04 +0000 2019,,0,0,0,,#wework,https://www.cnbc.com/2019/09/06/wework-ipo-scrapping-it-may-be-companys-best-option.html?__source=sharebar%7Ctwitter&par=sharebar,
1,1170124254832205824,https://twitter.com/MAHugelshofer/status/1170124254832205824,MAHugelshofer,101927797,"#tslaQ off-topic: I recommend listening this @Marketplace Tech #Podcast Episode (11m) to get some valuable insights on #WeWork, #VisionFund and #SoftBank • https://castro.fm/episode/4F1vGX —> now You are prepared to read the next article linked by @theponzifactor •https://twitter.com/theponzifactor/status/1169927717342470144 …",2019-09-06 23:58:56+00:00,Fri Sep 06 23:58:56 +0000 2019,theponzifactor,0,1,1,@Marketplace @theponzifactor,#tslaQ #Podcast #WeWork #VisionFund #SoftBank,"https://castro.fm/episode/4F1vGX,https://twitter.com/theponzifactor/status/1169927717342470144",
2,1170124039769083904,https://twitter.com/ccandhislife/status/1170124039769083904,ccandhislife,4676736852,"Losses at WeWork’s parent aren’t the only concern mounting about the shared-office company as it prepares to go public. Some of its practices push the boundaries of traditional corporate governance, analysts and investors say.",2019-09-06 23:58:05+00:00,Fri Sep 06 23:58:05 +0000 2019,,0,0,0,,,,
3,1170123916116992000,https://twitter.com/ChefPhileas/status/1170123916116992000,ChefPhileas,168930894,WeWork viserait une valorisation de 20 à 30 milliards de dollars pour son entrée en bourse https://www.zdnet.fr/actualites/wework-viserait-une-valorisation-de-20-a-30-milliards-de-dollars-pour-son-entree-en-bourse-39890155.htm … #Techno #Tech,2019-09-06 23:57:36+00:00,Fri Sep 06 23:57:36 +0000 2019,,0,1,1,,#Techno #Tech,https://www.zdnet.fr/actualites/wework-viserait-une-valorisation-de-20-a-30-milliards-de-dollars-pour-son-entree-en-bourse-39890155.htm,
4,1170123902338699264,https://twitter.com/TechonomicMan/status/1170123902338699264,TechonomicMan,14202068,"If you pay for @WeWork space, you may be a sucker. And possibly a poser. And certainly an enabler for them.",2019-09-06 23:57:32+00:00,Fri Sep 06 23:57:32 +0000 2019,,0,0,0,@WeWork,,,
5,1170123831903539200,https://twitter.com/qdwoods/status/1170123831903539200,qdwoods,498063634,Avoiding WeWork stock like https://twitter.com/heismans_/status/1169689907545161728 …,2019-09-06 23:57:16+00:00,Fri Sep 06 23:57:16 +0000 2019,heismans_,0,2,2,,,https://twitter.com/heismans_/status/1169689907545161728,
6,1170123613518934022,https://twitter.com/stateofpress/status/1170123613518934022,stateofpress,1117550458493706240,Exclusive: WeWork to press on with IPO launch despite valuation concerns https://stateofpress.com/2019/09/06/exclusive-wework-to-press-on-with-ipo-launch-despite-valuation-concerns/ …pic.twitter.com/8OPlJ1tVNx,2019-09-06 23:56:23+00:00,Fri Sep 06 23:56:23 +0000 2019,,0,0,0,,,https://stateofpress.com/2019/09/06/exclusive-wework-to-press-on-with-ipo-launch-despite-valuation-concerns/,
7,1170123218746634240,https://twitter.com/jermynvoon/status/1170123218746634240,jermynvoon,31662127,What Frances Frei’s Appointment As WeWork’s First Female Board Member Means For The Company via @forbes http://www.forbes.com/sites/erinspencer1/2019/09/05/what-freis-appointment-as-weworks-first-female-board-member-means-for-the-company/ … #corpgov,2019-09-06 23:54:49+00:00,Fri Sep 06 23:54:49 +0000 2019,,0,0,0,@forbes,#corpgov,http://www.forbes.com/sites/erinspencer1/2019/09/05/what-freis-appointment-as-weworks-first-female-board-member-means-for-the-company/,
8,1170122925996990464,https://twitter.com/PyckleFinance/status/1170122925996990464,PyckleFinance,3127771058,"WeWork, Uber, Lyft... none have been or will be successful. The market is too smart to push prices of extreme loss makers higher.",2019-09-06 23:53:40+00:00,Fri Sep 06 23:53:40 +0000 2019,jrdorkin,0,0,0,,,,
9,1170122902093598722,https://twitter.com/canoe21/status/1170122902093598722,canoe21,42611349,"""Exclusive: WeWork to Press on With IPO Launch Despite Valuation Concerns - Sources"" by Reuters via NYT https://ift.tt/2MZYfDM",2019-09-06 23:53:34+00:00,Fri Sep 06 23:53:34 +0000 2019,,0,0,0,,,https://ift.tt/2MZYfDM,
